t,x,y,yaw,speed,target_y,steering,left_wheel,right_wheel
31.800,1.3752,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
31.900,1.3723,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.000,1.3694,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.100,1.3664,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.200,1.3635,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.300,1.3606,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.400,1.3577,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.500,1.3547,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.600,1.3518,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.700,1.3489,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.800,1.3460,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
32.900,1.3430,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
33.000,1.3401,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
33.100,1.3372,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
33.200,1.3343,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
33.300,1.3313,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
33.400,1.3284,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
33.500,1.3255,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
33.600,1.3225,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
33.700,1.3196,-0.0005,0.0010,0.0293,0.00,0.0000,0.0000,0.0000
33.800,1.3167,-0.0005,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
33.900,1.3138,-0.0005,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.050,1.3094,-0.0005,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.150,1.3065,-0.0005,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.250,1.3035,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.350,1.3006,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.450,1.2977,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.550,1.2947,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.650,1.2918,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.750,1.2889,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.850,1.2860,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
34.950,1.2830,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.050,1.2801,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.150,1.2772,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.250,1.2743,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.350,1.2713,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.450,1.2684,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.550,1.2655,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.650,1.2625,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.750,1.2596,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.850,1.2567,-0.0006,0.0011,0.0293,0.00,0.0000,0.0000,0.0000
35.950,1.2538,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.050,1.2508,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.150,1.2479,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.250,1.2450,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.350,1.2421,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.450,1.2391,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.550,1.2362,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.650,1.2333,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.750,1.2303,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.850,1.2274,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
36.950,1.2245,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.050,1.2216,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.150,1.2186,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.250,1.2157,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.350,1.2128,-0.0006,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.450,1.2099,-0.0007,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.550,1.2069,-0.0007,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.650,1.2040,-0.0007,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.750,1.2011,-0.0007,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.850,1.1982,-0.0007,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
37.950,1.1952,-0.0007,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
38.050,1.1923,-0.0007,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
38.150,1.1894,-0.0007,0.0012,0.0293,0.00,0.0000,0.0000,0.0000
38.250,1.1864,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
38.350,1.1835,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
38.450,1.1806,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
38.550,1.1777,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
38.650,1.1747,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
38.750,1.1718,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
38.850,1.1689,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
38.950,1.1660,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.050,1.1630,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.150,1.1601,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.250,1.1572,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.350,1.1542,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.450,1.1513,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.550,1.1484,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.650,1.1455,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.750,1.1425,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.850,1.1396,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
39.950,1.1367,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
40.050,1.1338,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
40.150,1.1308,-0.0007,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
40.250,1.1279,-0.0008,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
40.350,1.1250,-0.0008,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
40.450,1.1220,-0.0008,0.0013,0.0293,0.00,0.0000,0.0000,0.0000
40.550,1.1191,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
40.650,1.1162,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
40.750,1.1133,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
40.850,1.1103,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
40.950,1.1074,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.050,1.1045,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.150,1.1016,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.250,1.0986,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.350,1.0957,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.450,1.0928,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.550,1.0898,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.650,1.0869,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.750,1.0840,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.850,1.0811,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
41.950,1.0781,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
42.050,1.0752,-0.0008,0.0014,0.0293,0.00,0.0000,0.0000,0.0000
42.150,1.0723,-0.0008,0.0014,0.0293,0.20,0.0000,0.0000,0.0000
42.250,1.0694,-0.0008,0.0014,0.0293,0.20,0.0000,0.0000,0.0000
42.350,1.0664,-0.0008,0.0014,0.0293,0.20,0.0000,0.0000,0.0000
42.450,1.0635,-0.0008,0.0014,0.0293,0.20,0.0000,0.0000,0.0000
42.550,1.0606,-0.0008,0.0014,0.0293,0.20,0.0000,0.0000,0.0000
42.650,1.0576,-0.0008,0.0014,0.0293,0.20,0.0000,0.0000,0.0000
42.750,1.0547,-0.0008,0.0014,0.0293,0.20,0.0000,0.0000,0.0000
42.850,1.0518,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
42.950,1.0489,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.050,1.0459,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.150,1.0430,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.250,1.0401,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.350,1.0372,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.450,1.0342,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.550,1.0313,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.650,1.0284,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.750,1.0254,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.850,1.0225,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
43.950,1.0196,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.050,1.0167,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.150,1.0137,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.250,1.0108,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.350,1.0079,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.450,1.0050,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.550,1.0020,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.650,0.9991,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.750,0.9962,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.850,0.9932,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
44.950,0.9903,-0.0009,0.0015,0.0293,0.20,0.0000,0.0000,0.0000
45.050,0.9874,-0.0009,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
45.150,0.9845,-0.0009,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
45.250,0.9815,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
45.350,0.9786,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
45.450,0.9757,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
45.550,0.9728,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
45.650,0.9698,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
45.750,0.9669,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
45.850,0.9640,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
45.950,0.9610,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.050,0.9581,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.150,0.9552,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.250,0.9523,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.350,0.9493,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.450,0.9464,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.550,0.9435,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.650,0.9406,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.750,0.9376,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.850,0.9347,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
46.950,0.9318,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
47.050,0.9288,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
47.150,0.9259,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
47.250,0.9230,-0.0010,0.0016,0.0293,0.20,0.0000,0.0000,0.0000
47.350,0.9201,-0.0010,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
47.450,0.9171,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
47.550,0.9142,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
47.650,0.9113,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
47.750,0.9084,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
47.850,0.9054,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
47.950,0.9025,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.050,0.8996,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.150,0.8966,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.250,0.8937,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.350,0.8908,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.450,0.8879,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.550,0.8849,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.650,0.8820,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.750,0.8791,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.850,0.8762,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
48.950,0.8732,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
49.050,0.8703,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
49.150,0.8674,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
49.250,0.8644,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
49.350,0.8615,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
49.450,0.8586,-0.0011,0.0017,0.0293,0.20,0.0000,0.0000,0.0000
49.550,0.8557,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
49.650,0.8527,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
49.750,0.8498,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
49.850,0.8469,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
49.950,0.8440,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.050,0.8410,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.150,0.8381,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.250,0.8352,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.350,0.8322,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.450,0.8293,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.550,0.8264,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.650,0.8235,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.750,0.8205,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.850,0.8176,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
50.950,0.8147,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
51.050,0.8118,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
51.150,0.8088,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
51.250,0.8059,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
51.350,0.8030,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
51.450,0.8000,-0.0012,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
51.550,0.7971,-0.0013,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
51.650,0.7942,-0.0013,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
51.750,0.7913,-0.0013,0.0018,0.0293,0.20,0.0000,0.0000,0.0000
51.850,0.7883,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
51.950,0.7854,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.050,0.7825,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.150,0.7796,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.250,0.7766,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.350,0.7737,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.450,0.7708,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.550,0.7678,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.650,0.7649,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.750,0.7620,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.850,0.7591,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
52.950,0.7561,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.050,0.7532,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.150,0.7503,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.250,0.7474,-0.0013,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.350,0.7444,-0.0014,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.450,0.7415,-0.0014,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.550,0.7386,-0.0014,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.650,0.7356,-0.0014,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.750,0.7327,-0.0014,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.850,0.7298,-0.0014,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
53.950,0.7269,-0.0014,0.0019,0.0293,0.20,0.0000,0.0000,0.0000
54.050,0.7239,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
54.150,0.7210,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
54.250,0.7181,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
54.350,0.7152,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
54.450,0.7122,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
54.550,0.7093,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
54.650,0.7064,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
54.750,0.7034,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
54.850,0.7005,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
54.950,0.6976,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.050,0.6947,-0.0014,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.150,0.6917,-0.0015,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.250,0.6888,-0.0015,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.350,0.6859,-0.0015,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.450,0.6830,-0.0015,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.550,0.6800,-0.0015,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.650,0.6771,-0.0015,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.750,0.6742,-0.0015,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.850,0.6712,-0.0015,0.0020,0.0293,0.20,0.0000,0.0000,0.0000
55.950,0.6683,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.050,0.6654,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.150,0.6625,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.250,0.6595,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.350,0.6566,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.450,0.6537,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.550,0.6508,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.650,0.6478,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.750,0.6449,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.850,0.6420,-0.0015,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
56.950,0.6391,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.050,0.6361,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.150,0.6332,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.250,0.6303,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.350,0.6273,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.450,0.6244,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.550,0.6215,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.650,0.6186,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.750,0.6156,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.850,0.6127,-0.0016,0.0021,0.0293,0.20,0.0000,0.0000,0.0000
57.950,0.6098,-0.0016,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.050,0.6069,-0.0016,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.150,0.6039,-0.0016,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.250,0.6010,-0.0016,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.350,0.5981,-0.0016,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.450,0.5951,-0.0016,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.550,0.5922,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.650,0.5893,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.750,0.5864,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.850,0.5834,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
58.950,0.5805,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
59.050,0.5776,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
59.150,0.5747,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
59.250,0.5717,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
59.350,0.5688,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
59.450,0.5659,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
59.550,0.5629,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
59.650,0.5600,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
59.750,0.5571,-0.0017,0.0022,0.0293,0.20,0.0000,0.0000,0.0000
59.850,0.5542,-0.0017,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
59.950,0.5512,-0.0017,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.050,0.5483,-0.0017,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.150,0.5454,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.250,0.5425,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.350,0.5395,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.450,0.5366,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.550,0.5337,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.650,0.5307,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.750,0.5278,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.850,0.5249,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
60.950,0.5220,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
61.050,0.5190,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
61.150,0.5161,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
61.250,0.5132,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
61.350,0.5103,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
61.450,0.5073,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
61.550,0.5044,-0.0018,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
61.650,0.5015,-0.0019,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
61.750,0.4986,-0.0019,0.0023,0.0293,0.20,0.0000,0.0000,0.0000
61.850,0.4956,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
61.950,0.4927,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.050,0.4898,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.150,0.4868,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.250,0.4839,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.350,0.4810,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.450,0.4781,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.550,0.4751,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.650,0.4722,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.750,0.4693,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.850,0.4664,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
62.950,0.4634,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
63.050,0.4605,-0.0019,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
63.150,0.4576,-0.0020,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
63.250,0.4546,-0.0020,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
63.350,0.4517,-0.0020,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
63.450,0.4488,-0.0020,0.0024,0.0293,0.20,0.0000,0.0000,0.0000
